id_User,assignment,userid,grade,attemptnumber,grupo,userna,tarea,duedate,completionsubmit,lastlogin,timecreated,status,latest,fechaEntrega,ultimoAcceso,semxmatricula,seniority_year
1054,2435,1054,100,0,405-B TBD,23050029,Consultas sobre su propia BD,1742622600,1,1744406233,1692472099,submitted,1,22/03/2025,11/04/2025,4,1
1054,850,1054,100,0,405-B TBD,23050029,Actividad 4 Segunda parte de consultas,1742018220,1,1744406233,1692472099,submitted,1,15/03/2025,11/04/2025,4,1
1054,849,1054,50,0,405-B TBD,23050029,Actividad 3 InvestigaciÃ³n,1742017800,1,1744406233,1692472099,submitted,1,15/03/2025,11/04/2025,4,1
1054,848,1054,100,0,405-B TBD,23050029,Actividad 2 Ejercicios es clase Primera parte,1741413000,1,1744406233,1692472099,submitted,1,08/03/2025,11/04/2025,4,1
1054,847,1054,0,0,405-B TBD,23050029,Actividad 1,1740808200,1,1744406233,1692472099,submitted,1,01/03/2025,11/04/2025,4,1
1057,2466,1057,90,0,405-B TBD,23050032,Act 2 investigaciÃ³n 2,1743227400,1,1744308532,1692472099,submitted,1,29/03/2025,10/04/2025,4,1
1057,2465,1057,80,0,405-B TBD,23050032,Act 1 InvestigaciÃ³n 1,1743227400,1,1744308532,1692472099,submitted,1,29/03/2025,10/04/2025,4,1
1057,2435,1057,100,0,405-B TBD,23050032,Consultas sobre su propia BD,1742622600,1,1744308532,1692472099,new,1,22/03/2025,10/04/2025,4,1
1057,850,1057,100,0,405-B TBD,23050032,Actividad 4 Segunda parte de consultas,1742018220,1,1744308532,1692472099,new,1,15/03/2025,10/04/2025,4,1
1057,849,1057,50,0,405-B TBD,23050032,Actividad 3 InvestigaciÃ³n,1742017800,1,1744308532,1692472099,submitted,1,15/03/2025,10/04/2025,4,1
1057,848,1057,100,0,405-B TBD,23050032,Actividad 2 Ejercicios es clase Primera parte,1741413000,1,1744308532,1692472099,new,1,08/03/2025,10/04/2025,4,1
1057,847,1057,0,0,405-B TBD,23050032,Actividad 1,1740808200,1,1744308532,1692472099,submitted,1,01/03/2025,10/04/2025,4,1
1352,2466,1352,90,0,405-B TBD,23050045,Act 2 investigaciÃ³n 2,1743227400,1,1744343617,1696989989,submitted,1,29/03/2025,11/04/2025,4,1
1352,2465,1352,80,0,405-B TBD,23050045,Act 1 InvestigaciÃ³n 1,1743227400,1,1744343617,1696989989,submitted,1,29/03/2025,11/04/2025,4,1
1352,2435,1352,100,0,405-B TBD,23050045,Consultas sobre su propia BD,1742622600,1,1744343617,1696989989,new,1,22/03/2025,11/04/2025,4,1
1352,850,1352,100,0,405-B TBD,23050045,Actividad 4 Segunda parte de consultas,1742018220,1,1744343617,1696989989,new,1,15/03/2025,11/04/2025,4,1
1352,849,1352,50,0,405-B TBD,23050045,Actividad 3 InvestigaciÃ³n,1742017800,1,1744343617,1696989989,new,1,15/03/2025,11/04/2025,4,1
1352,848,1352,100,0,405-B TBD,23050045,Actividad 2 Ejercicios es clase Primera parte,1741413000,1,1744343617,1696989989,new,1,08/03/2025,11/04/2025,4,1
1352,847,1352,0,0,405-B TBD,23050045,Actividad 1,1740808200,1,1744343617,1696989989,submitted,1,01/03/2025,11/04/2025,4,1
1756,2466,1756,90,0,405-B TBD,24050040,Act 2 investigaciÃ³n 2,1743227400,1,1744321608,1725385495,submitted,1,29/03/2025,10/04/2025,2,0
1756,2465,1756,80,0,405-B TBD,24050040,Act 1 InvestigaciÃ³n 1,1743227400,1,1744321608,1725385495,submitted,1,29/03/2025,10/04/2025,2,0
1756,2435,1756,100,0,405-B TBD,24050040,Consultas sobre su propia BD,1742622600,1,1744321608,1725385495,submitted,1,22/03/2025,10/04/2025,2,0
1756,850,1756,100,0,405-B TBD,24050040,Actividad 4 Segunda parte de consultas,1742018220,1,1744321608,1725385495,submitted,1,15/03/2025,10/04/2025,2,0
1756,849,1756,50,0,405-B TBD,24050040,Actividad 3 InvestigaciÃ³n,1742017800,1,1744321608,1725385495,new,1,15/03/2025,10/04/2025,2,0
