id_User,id_assignment,userid,grade,attemptnumber,grupo,userna,assignment,duedate,completionsubmit,lastlogin,timecreated,status,latest,semxmatricula,seniority_year
1589,872,1589,85,0,105B,24050020,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733200667,1724644144,new,1,1,0
839,872,839,85,0,105B,22060051,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737933234,1692472098,submitted,1,5,2
1579,872,1579,85,0,105B,24050010,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1727920289,1724633684,new,1,1,0
1583,872,1583,85,0,105B,24050014,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733596542,1724643460,new,1,1,0
1749,872,1749,85,0,105B,24060049,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737202166,1724947832,submitted,1,1,0
1358,872,1358,85,0,105B,23060052,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736708509,1696989989,new,1,3,1
1584,872,1584,85,0,105B,24050015,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733867476,1724643592,new,1,1,0
1625,872,1625,85,0,105B,24060016,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736616229,1724720282,submitted,1,1,0
1064,872,1064,85,0,105B,23060001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1728012457,1692472099,submitted,1,3,1
1615,872,1615,85,0,105B,24060006,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736648293,1724718959,submitted,1,1,0
1619,872,1619,85,0,105B,24060010,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732917389,1724719479,new,1,1,0
1638,872,1638,85,0,105B,24060029,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736541643,1724729290,submitted,1,1,0
1758,872,1758,85,0,105B,24050042,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733193392,1725385718,new,1,1,0
1653,872,1653,85,0,105B,24060044,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736616289,1724730454,new,1,1,0
1629,872,1629,85,0,105B,24060020,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737249405,1724720664,submitted,1,1,0
1747,872,1747,85,0,105B,24060047,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737672581,1724947832,submitted,1,1,0
1621,872,1621,85,0,105B,24060012,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736950096,1724719678,submitted,1,1,0
1599,872,1599,85,0,105B,24050030,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733109641,1724645219,new,1,1,0
1611,872,1611,85,0,105B,24060002,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736602111,1724646646,new,1,1,0
1636,872,1636,85,0,105B,24060027,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1731129508,1724729113,new,1,1,0
1610,872,1610,85,0,105B,24060001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737225325,1724646515,submitted,1,1,0
1652,872,1652,85,0,105B,24060043,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1734543519,1724730382,submitted,1,1,0
1630,872,1630,85,0,105B,24060021,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733882778,1724720759,submitted,1,1,0
1577,872,1577,85,0,105B,24050008,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733277337,1724633467,new,1,1,0
1617,872,1617,85,0,105B,24060008,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1734407630,1724719168,submitted,1,1,0
1645,872,1645,85,0,105B,24060036,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736646674,1724729840,submitted,1,1,0
1571,872,1571,85,0,105B,24050002,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733203101,1724632841,new,1,1,0
1756,872,1756,85,0,105B,24050040,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733253668,1725385495,new,1,1,0
1580,872,1580,85,0,105B,24050011,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733057977,1724633784,new,1,1,0
1578,872,1578,85,0,105B,24050009,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732983839,1724633587,new,1,1,0
1757,872,1757,85,0,105B,24050041,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732135874,1725385564,new,1,1,0
1745,872,1745,85,0,105B,24050039,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732932085,1724947832,new,1,1,0
1573,872,1573,85,0,105B,24050004,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737845121,1724633087,new,1,1,0
1606,872,1606,85,0,105B,24050037,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733334893,1724645947,new,1,1,0
1570,872,1570,85,0,105B,24050001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733976910,1724632734,new,1,1,0
1592,872,1592,85,0,105B,24050023,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733191350,1724644505,new,1,1,0
1600,872,1600,85,0,105B,24050031,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733246818,1724645320,new,1,1,0
1582,872,1582,85,0,105B,24050013,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733273441,1724633994,new,1,1,0
1601,872,1601,85,0,105B,24050032,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733187641,1724645420,new,1,1,0
1593,872,1593,85,0,105B,24050024,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732984775,1724644599,new,1,1,0
1068,872,1068,85,0,105B,23060005,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736805407,1692472099,submitted,1,3,1
1607,872,1607,85,0,105B,24050038,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733598379,1724646036,new,1,1,0
1644,872,1644,85,0,105B,24060035,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736309559,1724729767,submitted,1,1,0
1646,872,1646,85,0,105B,24060037,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736634274,1724729907,submitted,1,1,0
1356,872,1356,85,0,105B,23060050,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1728356783,1696989989,submitted,1,3,1
1603,872,1603,85,0,105B,24050034,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733717054,1724645621,new,1,1,0
1750,872,1750,85,0,105B,24060050,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736608716,1724947832,submitted,1,1,0
1604,872,1604,85,0,105B,24050035,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733792011,1724645721,new,1,1,0
1581,872,1581,85,0,105B,24050012,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1732857870,1724633908,new,1,1,0
1790,872,1790,85,0,105B,24060055,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1737236463,1726677288,new,1,1,0
1587,872,1587,85,0,105B,24050018,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1733779209,1724643946,new,1,1,0
1668,872,1668,85,0,105B,24070013,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1736377531,1724731755,new,1,1,0
1623,872,1623,85,0,105B,24060014,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1731530163,1724720086,new,1,1,0
1627,872,1627,85,0,105B,24060018,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,0,1724720473,new,1,1,0
1647,872,1647,85,0,105B,24060038,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,0,1724730020,new,1,1,0
1769,872,1769,85,0,105B,24060054,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,1,1725718658,1725554739,new,1,1,0
1613,873,1613,75,0,105B,24060004,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736975506,1724646848,submitted,1,1,0
1648,873,1648,75,0,105B,24060039,Tarea 2. Tema 1. Video Educativo,1726379940,1,1735167395,1724730095,submitted,1,1,0
1612,873,1612,75,0,105B,24060003,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734534439,1724646763,submitted,1,1,0
1651,873,1651,75,0,105B,24060042,Tarea 2. Tema 1. Video Educativo,1726379940,1,1727388102,1724730313,new,1,1,0
1640,873,1640,75,0,105B,24060031,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737578027,1724729458,submitted,1,1,0
1624,873,1624,75,0,105B,24060015,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737239685,1724720179,submitted,1,1,0
1633,873,1633,75,0,105B,24060024,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737428611,1724728725,submitted,1,1,0
848,873,848,75,0,105B,22060074,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733789871,1692472098,submitted,1,5,2
1748,873,1748,75,0,105B,24060048,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736581711,1724947832,submitted,1,1,0
1632,873,1632,75,0,105B,24060023,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737246600,1724728471,submitted,1,1,0
1588,873,1588,75,0,105B,24050019,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737925128,1724644044,new,1,1,0
1619,873,1619,75,0,105B,24060010,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732917389,1724719479,submitted,1,1,0
1626,873,1626,75,0,105B,24060017,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734499964,1724720398,submitted,1,1,0
1639,873,1639,75,0,105B,24060030,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737249577,1724729387,submitted,1,1,0
1654,873,1654,75,0,105B,24060045,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737259990,1724730520,submitted,1,1,0
1635,873,1635,75,0,105B,24060026,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734639436,1724728980,submitted,1,1,0
1655,873,1655,75,0,105B,24060046,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736478547,1724730597,submitted,1,1,0
1631,873,1631,75,0,105B,24060022,Tarea 2. Tema 1. Video Educativo,1726379940,1,1735403746,1724721058,submitted,1,1,0
1618,873,1618,75,0,105B,24060009,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734756900,1724719281,submitted,1,1,0
1078,873,1078,75,0,105B,23060015,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734666221,1692472099,submitted,1,3,1
1614,873,1614,75,0,105B,24060005,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737755782,1724646976,submitted,1,1,0
1642,873,1642,75,0,105B,24060033,Tarea 2. Tema 1. Video Educativo,1726379940,1,1735176701,1724729608,new,1,1,0
1068,873,1068,75,0,105B,23060005,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736805407,1692472099,new,1,3,1
1621,873,1621,75,0,105B,24060012,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736950096,1724719678,submitted,1,1,0
1584,873,1584,75,0,105B,24050015,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733867476,1724643592,new,1,1,0
1579,873,1579,75,0,105B,24050010,Tarea 2. Tema 1. Video Educativo,1726379940,1,1727920289,1724633684,new,1,1,0
1606,873,1606,75,0,105B,24050037,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733334893,1724645947,new,1,1,0
1570,873,1570,75,0,105B,24050001,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733976910,1724632734,new,1,1,0
1572,873,1572,75,0,105B,24050003,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733548263,1724633011,new,1,1,0
1575,873,1575,75,0,105B,24050006,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733578762,1724633261,new,1,1,0
1745,873,1745,75,0,105B,24050039,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732932085,1724947832,new,1,1,0
1607,873,1607,75,0,105B,24050038,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733598379,1724646036,new,1,1,0
1622,873,1622,75,0,105B,24060013,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736560657,1724719806,submitted,1,1,0
1580,873,1580,75,0,105B,24050011,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733057977,1724633784,new,1,1,0
1581,873,1581,75,0,105B,24050012,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732857870,1724633908,new,1,1,0
1589,873,1589,75,0,105B,24050020,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733200667,1724644144,new,1,1,0
1646,873,1646,75,0,105B,24060037,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736634274,1724729907,submitted,1,1,0
1592,873,1592,75,0,105B,24050023,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733191350,1724644505,new,1,1,0
1620,873,1620,75,0,105B,24060011,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736544439,1724719586,submitted,1,1,0
1600,873,1600,75,0,105B,24050031,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733246818,1724645320,new,1,1,0
1599,873,1599,75,0,105B,24050030,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733109641,1724645219,new,1,1,0
1350,873,1350,75,0,105B,23050043,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734135995,1696989989,new,1,3,1
1650,873,1650,75,0,105B,24060041,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736879944,1724730235,submitted,1,1,0
1615,873,1615,75,0,105B,24060006,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736648293,1724718959,submitted,1,1,0
1749,873,1749,75,0,105B,24060049,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737202166,1724947832,submitted,1,1,0
1747,873,1747,75,0,105B,24060047,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737672581,1724947832,submitted,1,1,0
1582,873,1582,75,0,105B,24050013,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733273441,1724633994,new,1,1,0
1571,873,1571,75,0,105B,24050002,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733203101,1724632841,new,1,1,0
1649,873,1649,75,0,105B,24060040,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737261927,1724730161,submitted,1,1,0
1357,873,1357,75,0,105B,23060051,Tarea 2. Tema 1. Video Educativo,1726379940,1,1728071123,1696989989,submitted,1,3,1
1645,873,1645,75,0,105B,24060036,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736646674,1724729840,submitted,1,1,0
1586,873,1586,75,0,105B,24050017,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733406432,1724643810,new,1,1,0
1358,873,1358,75,0,105B,23060052,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736708509,1696989989,new,1,3,1
1610,873,1610,75,0,105B,24060001,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737225325,1724646515,submitted,1,1,0
1637,873,1637,75,0,105B,24060028,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734656817,1724729211,submitted,1,1,0
1593,873,1593,75,0,105B,24050024,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732984775,1724644599,new,1,1,0
1628,873,1628,75,0,105B,24060019,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734399656,1724720564,new,1,1,0
1630,873,1630,75,0,105B,24060021,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733882778,1724720759,submitted,1,1,0
839,873,839,75,0,105B,22060051,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737933234,1692472098,submitted,1,5,2
1757,873,1757,75,0,105B,24050041,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732135874,1725385564,new,1,1,0
1605,873,1605,75,0,105B,24050036,Tarea 2. Tema 1. Video Educativo,1726379940,1,1732935706,1724645833,new,1,1,0
1625,873,1625,75,0,105B,24060016,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736616229,1724720282,submitted,1,1,0
1653,873,1653,75,0,105B,24060044,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736616289,1724730454,submitted,1,1,0
1634,873,1634,75,0,105B,24060025,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734662040,1724728899,submitted,1,1,0
1641,873,1641,75,0,105B,24060032,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737729603,1724729524,submitted,1,1,0
1652,873,1652,75,0,105B,24060043,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734543519,1724730382,submitted,1,1,0
1587,873,1587,75,0,105B,24050018,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733779209,1724643946,new,1,1,0
1617,873,1617,75,0,105B,24060008,Tarea 2. Tema 1. Video Educativo,1726379940,1,1734407630,1724719168,submitted,1,1,0
1356,873,1356,75,0,105B,23060050,Tarea 2. Tema 1. Video Educativo,1726379940,1,1728356783,1696989989,submitted,1,3,1
1638,873,1638,75,0,105B,24060029,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736541643,1724729290,submitted,1,1,0
1644,873,1644,75,0,105B,24060035,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736309559,1724729767,submitted,1,1,0
1616,873,1616,75,0,105B,24060007,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737589357,1724719100,submitted,1,1,0
1064,873,1064,75,0,105B,23060001,Tarea 2. Tema 1. Video Educativo,1726379940,1,1728012457,1692472099,submitted,1,3,1
1594,873,1594,75,0,105B,24050025,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733506023,1724644719,new,1,1,0
1629,873,1629,75,0,105B,24060020,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737249405,1724720664,new,1,1,0
1750,873,1750,75,0,105B,24060050,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736608716,1724947832,new,1,1,0
1603,873,1603,75,0,105B,24050034,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733717054,1724645621,new,1,1,0
1604,873,1604,75,0,105B,24050035,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733792011,1724645721,new,1,1,0
1790,873,1790,75,0,105B,24060055,Tarea 2. Tema 1. Video Educativo,1726379940,1,1737236463,1726677288,new,1,1,0
1789,873,1789,75,0,105B,24050045,Tarea 2. Tema 1. Video Educativo,1726379940,1,1733549050,1726677288,new,1,1,0
1668,873,1668,75,0,105B,24070013,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736377531,1724731755,new,1,1,0
1611,873,1611,75,0,105B,24060002,Tarea 2. Tema 1. Video Educativo,1726379940,1,1736602111,1724646646,new,1,1,0
1623,873,1623,75,0,105B,24060014,Tarea 2. Tema 1. Video Educativo,1726379940,1,1731530163,1724720086,new,1,1,0
1627,873,1627,75,0,105B,24060018,Tarea 2. Tema 1. Video Educativo,1726379940,1,0,1724720473,new,1,1,0
1636,873,1636,75,0,105B,24060027,Tarea 2. Tema 1. Video Educativo,1726379940,1,1731129508,1724729113,new,1,1,0
1643,873,1643,75,0,105B,24060034,Tarea 2. Tema 1. Video Educativo,1726379940,1,1725574563,1724729683,new,1,1,0
1647,873,1647,75,0,105B,24060038,Tarea 2. Tema 1. Video Educativo,1726379940,1,0,1724730020,new,1,1,0
1769,873,1769,75,0,105B,24060054,Tarea 2. Tema 1. Video Educativo,1726379940,1,1725718658,1725554739,new,1,1,0
1635,883,1635,0,0,105B,24060026,Tarea 1. Tema 2. 106A,1728799140,1,1734639436,1724728980,submitted,1,1,0
1618,883,1618,0,0,105B,24060009,Tarea 1. Tema 2. 106A,1728799140,1,1734756900,1724719281,submitted,1,1,0
1617,883,1617,0,0,105B,24060008,Tarea 1. Tema 2. 106A,1728799140,1,1734407630,1724719168,submitted,1,1,0
1581,883,1581,0,0,105B,24050012,Tarea 1. Tema 2. 106A,1728799140,1,1732857870,1724633908,new,1,1,0
1632,883,1632,0,0,105B,24060023,Tarea 1. Tema 2. 106A,1728799140,1,1737246600,1724728471,submitted,1,1,0
1640,883,1640,0,0,105B,24060031,Tarea 1. Tema 2. 106A,1728799140,1,1737578027,1724729458,submitted,1,1,0
1620,883,1620,0,0,105B,24060011,Tarea 1. Tema 2. 106A,1728799140,1,1736544439,1724719586,new,1,1,0
1628,883,1628,0,0,105B,24060019,Tarea 1. Tema 2. 106A,1728799140,1,1734399656,1724720564,new,1,1,0
1605,883,1605,0,0,105B,24050036,Tarea 1. Tema 2. 106A,1728799140,1,1732935706,1724645833,new,1,1,0
1619,883,1619,0,0,105B,24060010,Tarea 1. Tema 2. 106A,1728799140,1,1732917389,1724719479,new,1,1,0
1641,883,1641,0,0,105B,24060032,Tarea 1. Tema 2. 106A,1728799140,1,1737729603,1724729524,submitted,1,1,0
1639,883,1639,0,0,105B,24060030,Tarea 1. Tema 2. 106A,1728799140,1,1737249577,1724729387,submitted,1,1,0
1633,883,1633,0,0,105B,24060024,Tarea 1. Tema 2. 106A,1728799140,1,1737428611,1724728725,new,1,1,0
1612,883,1612,0,0,105B,24060003,Tarea 1. Tema 2. 106A,1728799140,1,1734534439,1724646763,submitted,1,1,0
1078,883,1078,0,0,105B,23060015,Tarea 1. Tema 2. 106A,1728799140,1,1734666221,1692472099,submitted,1,3,1
1631,883,1631,0,0,105B,24060022,Tarea 1. Tema 2. 106A,1728799140,1,1735403746,1724721058,submitted,1,1,0
1614,883,1614,0,0,105B,24060005,Tarea 1. Tema 2. 106A,1728799140,1,1737755782,1724646976,submitted,1,1,0
848,883,848,0,0,105B,22060074,Tarea 1. Tema 2. 106A,1728799140,1,1733789871,1692472098,new,1,5,2
1654,883,1654,0,0,105B,24060045,Tarea 1. Tema 2. 106A,1728799140,1,1737259990,1724730520,submitted,1,1,0
1637,883,1637,0,0,105B,24060028,Tarea 1. Tema 2. 106A,1728799140,1,1734656817,1724729211,submitted,1,1,0
1642,883,1642,0,0,105B,24060033,Tarea 1. Tema 2. 106A,1728799140,1,1735176701,1724729608,new,1,1,0
1624,883,1624,0,0,105B,24060015,Tarea 1. Tema 2. 106A,1728799140,1,1737239685,1724720179,submitted,1,1,0
1610,883,1610,0,0,105B,24060001,Tarea 1. Tema 2. 106A,1728799140,1,1737225325,1724646515,submitted,1,1,0
1630,883,1630,0,0,105B,24060021,Tarea 1. Tema 2. 106A,1728799140,1,1733882778,1724720759,submitted,1,1,0
1652,883,1652,0,0,105B,24060043,Tarea 1. Tema 2. 106A,1728799140,1,1734543519,1724730382,submitted,1,1,0
